Entity,Code,Year,"Upper secondary school age, female","Upper secondary school age, male","Lower secondary school age, female","Lower secondary school age, male","Primary school age, female","Primary school age, male"
Iceland,ISL,2011,1436,1820,249,117,171,270
Iceland,ISL,2012,1510,1877,215,105,162,227
India,IND,1971,,,,,18054748,9926844
India,IND,1990,,,,,17687004,6207504
India,IND,2000,,,,,13416546,5637621
India,IND,2001,,,,,13016778,6197319
India,IND,2002,,,,,12829139,6724853
India,IND,2003,,,,,7354612,6422672
India,IND,2007,,,,,2248144,1542717
India,IND,2008,,,,,1406158,2380111
India,IND,2009,,,,,1865020,3636203
India,IND,2010,,,,,1688497,3137944
India,IND,2011,,,,,1695210,3690124
India,IND,2012,,,,,1384677,2458114
India,IND,2013,22576549,24238189,4266970,6856244,931474,1954726
Indonesia,IDN,1971,,,,,3158622,2315603
Indonesia,IDN,1972,,,2651523,2106912,3141955,2271475
Indonesia,IDN,1974,,,2813655,2333102,3562982,2213797
Indonesia,IDN,1975,,,2901195,2353727,3162470,2272307
Indonesia,IDN,1976,,,2901153,2453879,2910525,2050431
Indonesia,IDN,1978,,,2891420,2356264,2074248,1116014
Indonesia,IDN,1981,,,,,1663321,627378
Indonesia,IDN,1987,,,,,422500,58358
Indonesia,IDN,1989,,,,,475971,60844
Indonesia,IDN,1990,,,,,674600,298715
Indonesia,IDN,1991,,,,,790333,431332
Indonesia,IDN,1992,,,,,933444,527734
Indonesia,IDN,1993,,,,,1084350,709372
Indonesia,IDN,1994,,,,,1045218,611725
Indonesia,IDN,1995,,,2350690,2152421,1090244,615015
Indonesia,IDN,1996,,,,,1147133,845184
Indonesia,IDN,1997,,,,,1150519,843736
Indonesia,IDN,2001,3967541,4071840,1914274,1789509,585379,416965
Indonesia,IDN,2002,3455420,3393417,1838643,1827188,645553,553409
Indonesia,IDN,2003,3211009,3077535,1473751,1556299,766658,585537
Indonesia,IDN,2004,3057638,2952496,1372083,1514609,,
Indonesia,IDN,2005,3583004,3553096,1549605,1628189,1094703,768337
Indonesia,IDN,2006,3387840,3424701,1733600,1925005,934147,596193
Indonesia,IDN,2007,2955831,2980215,1145422,1287734,670689,221386
Indonesia,IDN,2008,2852787,2831529,1362189,1441253,677076,472064
Indonesia,IDN,2009,2808629,2709491,1178143,1274173,611359,363925
Indonesia,IDN,2010,2665590,2600736,1089081,1191113,380792,508983
Indonesia,IDN,2011,1948218,1922147,1010132,1064636,227611,803276
Indonesia,IDN,2012,1773453,1908690,920453,1110262,556230,736408
Indonesia,IDN,2013,1938853,1588435,920599,1027498,855416,1044680
Indonesia,IDN,2014,2174664,1856874,841566,1095355,1043640,964574
Iran,IRN,1984,,,,,742041,254796
Iran,IRN,1985,,,,,742991,300160
Iran,IRN,1986,,,,,725071,314980
Iran,IRN,1987,,,,,740819,331360
Iran,IRN,1988,,,,,706419,358185
Iran,IRN,1989,,,,,682306,399618
Iran,IRN,1990,,,,,476684,139695
Iran,IRN,1992,,,,,283297,39564
Iran,IRN,1997,,,,,379640,211128
Iran,IRN,1999,,,,,673018,540486
Iran,IRN,2000,,,,,661766,559438
Iran,IRN,2002,,,,,304839,153140
Iran,IRN,2003,,,,,291839,179002
Iran,IRN,2004,,,,,169325,68829
Iran,IRN,2005,,,,,152479,84206
Iran,IRN,2007,,,,,4670,22290
Iran,IRN,2009,802379,752364,131156,131839,,
Iran,IRN,2010,777900,744384,120010,133200,,
Iran,IRN,2011,653947,626134,57184,82610,,
Iran,IRN,2012,482460,421890,35234,68160,,
Iran,IRN,2013,570207,480275,4634,35840,,
Iran,IRN,2014,481845,530042,18908,14493,,
Iraq,IRQ,1971,,,,,492099,172139
Iraq,IRQ,1972,,,,,507401,151906
Iraq,IRQ,1973,,,,,518651,134443
Iraq,IRQ,1974,,,,,527656,120529
Iraq,IRQ,1975,,,250630,117910,530236,161558
Iraq,IRQ,1976,,,259372,91615,490798,75517
Iraq,IRQ,1977,,,250303,81308,474668,94765
Iraq,IRQ,1978,,,252968,73059,455233,102755
Iraq,IRQ,1979,,,243994,55020,214638,21346
Iraq,IRQ,1980,,,247170,57325,139820,16564
Iraq,IRQ,1981,,,248062,80224,133483,44872
Iraq,IRQ,1983,,,,,192602,105432
Iraq,IRQ,1985,,,269346,113354,235600,104136
Iraq,IRQ,1986,,,,,230871,98084
Iraq,IRQ,1987,,,292247,141265,216709,70857
Iraq,IRQ,1988,,,310841,169741,193676,70174
Iraq,IRQ,1989,,,322271,173824,235883,67878
Iraq,IRQ,1993,,,380227,238377,406961,296652
Iraq,IRQ,1996,,,,,481422,359590
Iraq,IRQ,1999,589232,489435,490167,350828,303671,85065
Iraq,IRQ,2000,596137,504361,486560,321287,328460,108283
Iraq,IRQ,2003,568566,472444,435692,308541,,
Iraq,IRQ,2004,561225,424393,422481,258197,268619,21289
Iraq,IRQ,2007,518120,399547,370209,192588,293087,52806
Ireland,IRL,1971,,,5203,4548,7990,10711
Ireland,IRL,1972,,,5238,4442,10805,13023
Ireland,IRL,1973,,,2239,2854,10516,12950
Ireland,IRL,1974,,,2200,2344,11775,14343
Ireland,IRL,1975,,,2115,2450,10199,13318
Ireland,IRL,1976,,,2581,3156,8282,10332
Ireland,IRL,1977,,,1436,2901,6937,8165
Ireland,IRL,1978,,,504,1782,6224,8164
Ireland,IRL,1979,,,,,8190,10622
Ireland,IRL,1980,,,,,12068,15244
Ireland,IRL,1981,,,,,17893,21791
Ireland,IRL,1982,,,,,24207,27830
Ireland,IRL,1983,,,,,28611,32597
Ireland,IRL,1986,,,,,30638,35982
Ireland,IRL,1987,,,,,28723,33740
Ireland,IRL,1988,,,,,26117,30998
Ireland,IRL,1989,,,,,24191,29575
Ireland,IRL,1990,,,,,22688,28312
Ireland,IRL,1991,,,7047,8792,23784,28481
Ireland,IRL,1992,,,3969,6001,25296,29379
Ireland,IRL,1993,,,,,25340,29279
Ireland,IRL,1994,,,,,24383,28363
Ireland,IRL,1995,,,2079,3349,22992,26962
Ireland,IRL,1996,,,5384,7107,20723,24657
Ireland,IRL,1997,,,6981,8287,17258,20687
Ireland,IRL,1998,7510,13669,4067,6410,502,1618
Ireland,IRL,1999,6616,13839,4973,7174,,
Ireland,IRL,2000,7897,15878,3361,5969,,
Ireland,IRL,2001,9891,17306,1103,4819,,
Ireland,IRL,2002,8587,15511,,,,
Ireland,IRL,2003,6040,12678,,,,
Ireland,IRL,2004,3938,9190,,,,
Ireland,IRL,2005,2871,8465,,,,
Ireland,IRL,2006,4257,9714,,,,
Ireland,IRL,2007,1415,4646,,,,
Ireland,IRL,2008,648,3392,,,,
Ireland,IRL,2009,530,787,,,,
Ireland,IRL,2010,,,,,25,1559
Ireland,IRL,2011,,,,,2049,1583
Ireland,IRL,2012,,,,,446,2393
Ireland,IRL,2013,,,,,975,2926
Israel,ISR,1999,6564,12481,,,8128,7065
Israel,ISR,2000,2099,7531,,,7397,6355
Israel,ISR,2001,,,,,5077,5839
Israel,ISR,2002,,,,,6148,7024
Israel,ISR,2003,,,,,5915,6873
Israel,ISR,2004,,,,,6870,9019
Israel,ISR,2005,,,,,7223,9937
Israel,ISR,2006,,,,,8616,12457
Israel,ISR,2007,,,,,8016,11875
Israel,ISR,2008,,,,,8454,12067
Israel,ISR,2009,,,,,10036,13127
Israel,ISR,2010,,,,,8404,11846
Israel,ISR,2011,,,,,10016,13279
Israel,ISR,2012,,,,,7823,10715
Israel,ISR,2013,340,8232,,,9801,12537
Israel,ISR,2014,,,,,10626,13648
Italy,ITA,1976,,,,,18498,54671
Italy,ITA,1979,,,,,9222,10847
Italy,ITA,1985,,,,,12870,20294
Italy,ITA,1996,,,,,28920,19714
Italy,ITA,1997,,,,,14562,13394
Italy,ITA,1999,293693,354709,22053,9091,,
Italy,ITA,2000,301331,272741,10372,8216,3740,3121
Italy,ITA,2001,237052,308259,,,6083,3045
Italy,ITA,2002,213238,251832,,,7357,4260
Italy,ITA,2003,194824,244289,,,9399,3502
Italy,ITA,2004,165475,225998,,,9231,5105
Italy,ITA,2005,150252,213008,,,15018,4056
Italy,ITA,2006,107811,163692,,,16786,4664
Italy,ITA,2007,125712,175549,,,18501,4650
Italy,ITA,2008,83249,112553,8477,758,19538,5082
Italy,ITA,2009,91525,120848,,,17910,5488
Italy,ITA,2010,74795,93328,,,15542,5044
Italy,ITA,2011,126704,152311,,,20569,7534
Italy,ITA,2012,136087,157685,,,14079,4943
Italy,ITA,2013,97455,102717,,,10705,4498
Jamaica,JAM,1975,,,,,10722,15090
Jamaica,JAM,1976,,,10782,16841,15398,19976
Jamaica,JAM,1977,,,3388,5731,13483,18740
Jamaica,JAM,1979,,,,,5628,11331
Jamaica,JAM,1980,,,,,4379,11250
Jamaica,JAM,1981,,,,,5153,9640
Jamaica,JAM,1983,,,560,6250,2034,7354
Jamaica,JAM,1984,,,1505,6096,3717,8999
Jamaica,JAM,1985,,,83,3223,4855,9529
Jamaica,JAM,1986,,,,,4200,8535
Jamaica,JAM,1987,,,,,3029,2001
Jamaica,JAM,1988,,,,,6767,7915
Jamaica,JAM,1989,,,,,651,2563
Jamaica,JAM,1990,,,,,2583,3151
Jamaica,JAM,1991,,,,,5409,6106
Jamaica,JAM,1993,,,,,12867,9379
Jamaica,JAM,1999,11896,12076,4525,4873,13045,13562
Jamaica,JAM,2000,13988,15371,7977,9115,10672,11080
Jamaica,JAM,2001,14095,15572,10019,9622,11066,11795
Jamaica,JAM,2002,13622,14545,8054,9727,11542,13710
Jamaica,JAM,2003,13976,16427,7059,9772,13353,16005
Jamaica,JAM,2004,12140,16156,2558,4590,10386,12716
Jamaica,JAM,2005,11829,17216,2433,5216,,
Jamaica,JAM,2013,28652,31357,12478,18819,,
Jamaica,JAM,2014,27096,32475,10991,16354,,
Japan,JPN,1972,,,,,28538,21377
Japan,JPN,1973,,,,,54388,53594
Japan,JPN,1974,,,,,128434,135127
Japan,JPN,1975,,,,,58585,70141
Japan,JPN,1982,,,,,7691,14231
Japan,JPN,1983,,,,,32691,41933
Japan,JPN,1984,,,,,23671,32724
Japan,JPN,2006,62183,81711,,,,
Japan,JPN,2007,89561,112861,,,,
Japan,JPN,2008,99916,120396,,,,
Japan,JPN,2009,81272,102602,,,,
Japan,JPN,2010,61197,77714,,,2036,1888
Japan,JPN,2011,31292,51200,,,1658,1767
Japan,JPN,2012,37461,62627,,,1849,1628
Japan,JPN,2013,37607,67631,,,1633,1715
Jordan,JOR,1972,,,,,21661,4802
Jordan,JOR,1980,,,,,9030,9211
Jordan,JOR,1981,,,,,12537,16638
Jordan,JOR,1982,,,,,14318,17814
Jordan,JOR,1983,,,,,19420,27230
Jordan,JOR,1984,,,,,20633,28778
Jordan,JOR,1985,,,,,16212,29970
Jordan,JOR,1999,34734,48577,21155,33329,4701,11628
Jordan,JOR,2000,35973,43379,19294,29394,,
Jordan,JOR,2002,33016,38954,9230,16948,,
Jordan,JOR,2003,31574,35912,7270,16156,,
Jordan,JOR,2004,32302,36290,8865,12877,,
Jordan,JOR,2005,31702,36498,13557,23812,,
Jordan,JOR,2006,26664,34827,6312,12124,,
Jordan,JOR,2007,,,,,6343,17469
Jordan,JOR,2008,31313,38349,,,18679,28380
Jordan,JOR,2010,,,,,45000,47317
Jordan,JOR,2011,20236,35439,23781,30742,52048,53295
Jordan,JOR,2012,,,,,60532,58931
Kazakhstan,KAZ,2000,55003,72327,,,30594,42925
Kazakhstan,KAZ,2001,,,,,14560,18345
Kazakhstan,KAZ,2002,,,8479,3204,8037,10801
Kazakhstan,KAZ,2003,,,18003,11200,5269,10308
Kazakhstan,KAZ,2004,,,15377,3249,4893,8497
Kazakhstan,KAZ,2005,,,13783,7071,4513,8332
Kazakhstan,KAZ,2006,,,,,9383,13305
Kazakhstan,KAZ,2007,,,2068,3090,11955,12996
Kazakhstan,KAZ,2008,,,5988,5472,5590,7329
Kazakhstan,KAZ,2009,,,6124,2263,1711,3196
Kazakhstan,KAZ,2011,,,,,1449,5232
Kazakhstan,KAZ,2012,,,,,1534,3861
Kazakhstan,KAZ,2013,1256,14191,,,1699,4101
Kazakhstan,KAZ,2014,,,,,1971,3139
Kazakhstan,KAZ,2015,,,,,446,955
Kenya,KEN,1999,,,,,958962,993883
Kenya,KEN,2000,795066,679909,96953,119918,861725,925554
Kenya,KEN,2001,962619,819971,,,829879,885476
Kenya,KEN,2002,826448,646006,109358,145701,979252,1011719
Kenya,KEN,2003,806078,670608,47795,3166,664947,679483
Kenya,KEN,2004,721077,605682,,,701839,715173
Kenya,KEN,2005,697015,598630,,,663091,685586
Kenya,KEN,2006,716431,567445,,,669455,717274
Kenya,KEN,2007,848698,722918,,,379261,387175
Kenya,KEN,2008,587644,432762,,,501833,544621
Kenya,KEN,2009,567238,404473,,,484010,525629
Kenya,KEN,2012,429057,280312,,,413319,542666
Kiribati,KIR,1985,,,,,59,63
Kiribati,KIR,1986,,,293,337,80,197
Kiribati,KIR,1987,,,,,294,341
Kiribati,KIR,1989,,,,,97,93
Kuwait,KWT,1971,,,10047,5220,19345,14261
Kuwait,KWT,1972,,,12217,8418,18889,15429
Kuwait,KWT,1973,,,15130,10532,18691,14709
Kuwait,KWT,1974,,,,,19424,14141
Kuwait,KWT,1975,,,,,19218,13883
Kuwait,KWT,1976,,,,,18163,14135
Kuwait,KWT,1977,,,,,15945,12254
Kuwait,KWT,1978,,,,,13662,5044
Kuwait,KWT,1979,,,,,16222,6276
Kuwait,KWT,1980,,,,,16254,9757
Kuwait,KWT,1981,,,,,15803,9496
Kuwait,KWT,1982,,,,,15089,9827
Kuwait,KWT,1983,,,,,12562,9918
Kuwait,KWT,1984,,,,,11019,10563
Kuwait,KWT,1985,,,,,10386,8914
Kuwait,KWT,1986,,,,,9808,8427
Kuwait,KWT,1987,,,,,13620,12828
Kuwait,KWT,1988,,,,,15647,13462
Kuwait,KWT,1992,,,36835,37500,52012,49113
Kuwait,KWT,1994,,,15574,12903,26282,24059
Kuwait,KWT,1996,,,,,9062,9812
Kuwait,KWT,1997,,,,,7222,12221
Kuwait,KWT,1999,6730,5853,1696,4844,337,4189
Kuwait,KWT,2000,7749,8112,,,587,3356
Kuwait,KWT,2001,9190,10186,,,40,1756
Kuwait,KWT,2005,,,,,4062,3234
Kuwait,KWT,2007,11038,13762,,,830,1658
Kuwait,KWT,2008,16690,16339,,,44,3423
Kuwait,KWT,2010,20633,14186,3302,4743,508,4720
Kuwait,KWT,2011,19902,13414,3469,8320,338,2854
Kuwait,KWT,2012,18630,16509,1823,9953,556,3733
Kuwait,KWT,2013,,,,,776,3602
Kuwait,KWT,2014,,,,,799,2391
Kyrgyzstan,KGZ,1996,,,,,23170,14258
Kyrgyzstan,KGZ,1999,,,,,16971,16797
Kyrgyzstan,KGZ,2000,,,,,18490,18347
Kyrgyzstan,KGZ,2001,,,,,17411,15845
Kyrgyzstan,KGZ,2002,,,,,17527,16177
Kyrgyzstan,KGZ,2003,,,,,17841,17149
Kyrgyzstan,KGZ,2004,19898,29464,35040,34902,6336,7741
Kyrgyzstan,KGZ,2005,21782,30572,33025,30719,11947,12614
Kyrgyzstan,KGZ,2006,26060,33651,27067,26413,9895,9184
Kyrgyzstan,KGZ,2007,30880,37421,24733,26968,11799,11571
Kyrgyzstan,KGZ,2008,30008,36505,23733,24416,12886,12629
Kyrgyzstan,KGZ,2009,37985,44859,25455,26532,13712,14323
Kyrgyzstan,KGZ,2010,41293,46345,25394,24696,12635,12273
Kyrgyzstan,KGZ,2011,33201,35750,26175,27241,12443,12519
Kyrgyzstan,KGZ,2012,,,,,6074,4689
Kyrgyzstan,KGZ,2013,17966,27086,24706,25633,4170,2354
Kyrgyzstan,KGZ,2014,46354,47036,20036,21528,4892,3256
Laos,LAO,1992,,,71253,48835,137104,116022
Laos,LAO,1993,,,68290,41461,128254,103125
Laos,LAO,1994,,,65683,35812,121682,93646
Laos,LAO,1996,,,,,120316,96455
Laos,LAO,1997,,,60806,29842,114921,91374
Laos,LAO,1998,112581,78736,61914,30538,106923,82109
Laos,LAO,1999,113264,77634,65994,39952,106628,83906
Laos,LAO,2000,117876,83803,72877,44347,106295,83046
Laos,LAO,2001,121690,88307,75933,49581,110122,87456
Laos,LAO,2002,126826,93141,73345,46422,107923,84309
Laos,LAO,2003,121714,87438,74501,47542,98554,74377
Laos,LAO,2004,121788,86395,73619,47270,93520,73405
Laos,LAO,2005,124328,87816,75989,49868,86585,68003
Laos,LAO,2006,131015,98469,77827,52646,79390,60401
Laos,LAO,2007,133360,100919,79011,56768,67992,50407
Laos,LAO,2008,136262,107299,73535,52664,56572,41605
Laos,LAO,2009,127180,100210,67922,49733,44900,34119
Laos,LAO,2010,87371,72487,104013,81159,27315,16313
Laos,LAO,2011,137497,115421,98828,80241,25910,18571
Laos,LAO,2012,137394,120186,87851,73324,26384,19360
Laos,LAO,2013,132652,119591,79173,67943,20224,13965
Laos,LAO,2014,121547,109064,65629,57747,20826,15673
Latin America & Caribbean,,1970,,,,,3462769,3342761
Latin America & Caribbean,,1971,,,,,3488564,3355149
Latin America & Caribbean,,1972,,,,,3472724,3342636
Latin America & Caribbean,,1973,,,,,3400521,3278070
Latin America & Caribbean,,1974,,,,,3323020,3211448
Latin America & Caribbean,,1975,,,,,3336436,3237123
Latin America & Caribbean,,1976,,,,,3246472,3151172
Latin America & Caribbean,,1977,,,,,3073083,2966355
Latin America & Caribbean,,1978,,,,,2993622,2882285
Latin America & Caribbean,,1979,,,,,2692728,2558506
Latin America & Caribbean,,1980,,,,,2673675,2535047
Latin America & Caribbean,,1981,,,,,2498850,2401221
Latin America & Caribbean,,1982,,,,,2529290,2440988
Latin America & Caribbean,,1983,,,,,2554529,2487152
Latin America & Caribbean,,1984,,,,,2586747,2521188
Latin America & Caribbean,,1985,,,,,2532535,2490220
Latin America & Caribbean,,1986,,,,,2550381,2488546
Latin America & Caribbean,,1987,,,,,2504021,2488435
Latin America & Caribbean,,1988,,,,,2559268,2578588
Latin America & Caribbean,,1989,,,,,2750162,2815594
Latin America & Caribbean,,1990,,,,,2613692,2709927
Latin America & Caribbean,,1991,,,,,2524760,2644039
Latin America & Caribbean,,1992,,,,,2285836,2352347
Latin America & Caribbean,,1993,,,,,2215964,2283667
Latin America & Caribbean,,1994,,,,,2337476,2423066
Latin America & Caribbean,,1995,,,,,2345746,2433785
Latin America & Caribbean,,1996,,,,,2258994,2228379
Latin America & Caribbean,,1997,,,,,2206232,2058829
Latin America & Caribbean,,1998,4679171,4982390,1961199,1921653,1726108,1745697
Latin America & Caribbean,,1999,4497651,4787358,1881004,1869168,1389500,1404806
Latin America & Caribbean,,2000,4441706,4735067,1842432,1860869,1205031,1221125
Latin America & Caribbean,,2001,4236931,4608786,1746198,1813128,1189195,1067400
Latin America & Caribbean,,2002,4098542,4517493,1568573,1658192,1209827,931211
Latin America & Caribbean,,2003,4239820,4763189,1406511,1524614,1494868,1137694
Latin America & Caribbean,,2004,4177201,4756730,1270744,1937762,1407711,1250785
Latin America & Caribbean,,2005,4112905,4697300,1240434,1647466,1246013,1544373
Latin America & Caribbean,,2006,4024595,4732054,1113792,1510662,1399649,1744357
Latin America & Caribbean,,2007,3843120,4668961,1203099,1449576,1530834,1867012
Latin America & Caribbean,,2008,3613863,4550319,885020,1165767,1293113,1342472
Latin America & Caribbean,,2009,3678022,4472041,917869,1107563,1165773,1382163
Latin America & Caribbean,,2010,3538793,4259337,1039834,1180756,1170803,1322698
Latin America & Caribbean,,2011,3516621,4214469,1240409,1323775,1173448,1246551
Latin America & Caribbean,,2012,3287853,4046114,1464642,1346056,1254001,1574251
Latin America & Caribbean,,2013,3522093,4009364,1224455,1419693,1588698,1708215
Latin America & Caribbean,,2014,3490863,3947403,1265924,1458932,1640718,1839381
Latin America & Caribbean (all income levels),,1970,,,,,3490278,3369546
Latin America & Caribbean (all income levels),,1971,,,,,3514430,3380369
Latin America & Caribbean (all income levels),,1972,,,,,3500801,3369962
Latin America & Caribbean (all income levels),,1973,,,,,3427359,3304717
Latin America & Caribbean (all income levels),,1974,,,,,3356889,3243805
Latin America & Caribbean (all income levels),,1975,,,,,3368485,3267945
Latin America & Caribbean (all income levels),,1976,,,,,3271295,3176246
Latin America & Caribbean (all income levels),,1977,,,,,3096244,2988564
Latin America & Caribbean (all income levels),,1978,,,,,3019508,2908529
Latin America & Caribbean (all income levels),,1979,,,,,2729730,2599226
Latin America & Caribbean (all income levels),,1980,,,,,2723951,2594533
Latin America & Caribbean (all income levels),,1981,,,,,2530598,2448330
Latin America & Caribbean (all income levels),,1982,,,,,2580021,2509300
Latin America & Caribbean (all income levels),,1983,,,,,2611398,2562853
Latin America & Caribbean (all income levels),,1984,,,,,2660067,2607291
Latin America & Caribbean (all income levels),,1985,,,,,2597739,2570684
Latin America & Caribbean (all income levels),,1986,,,,,2626011,2576595
Latin America & Caribbean (all income levels),,1987,,,,,2590150,2582768
Latin America & Caribbean (all income levels),,1988,,,,,2654293,2678316
Latin America & Caribbean (all income levels),,1989,,,,,2841140,2912321
Latin America & Caribbean (all income levels),,1990,,,,,2698691,2805032
Latin America & Caribbean (all income levels),,1991,,,,,2615498,2740033
Latin America & Caribbean (all income levels),,1992,,,,,2404010,2464185
Latin America & Caribbean (all income levels),,1993,,,,,2337330,2397519
Latin America & Caribbean (all income levels),,1994,,,,,2464361,2540452
Latin America & Caribbean (all income levels),,1995,,,,,2476191,2553034
Latin America & Caribbean (all income levels),,1996,,,,,2392230,2349175
Latin America & Caribbean (all income levels),,1997,,,,,2313243,2163168
Latin America & Caribbean (all income levels),,1998,4824471,5164698,2008543,1959552,1813490,1830176
Latin America & Caribbean (all income levels),,1999,4633212,4956857,1918667,1900811,1455043,1472953
Latin America & Caribbean (all income levels),,2000,4558779,4880086,1871638,1888206,1267631,1288111
Latin America & Caribbean (all income levels),,2001,4345069,4742295,1774764,1840183,1256447,1137520
Latin America & Caribbean (all income levels),,2002,4196278,4637359,1595317,1684522,1279515,1002946
Latin America & Caribbean (all income levels),,2003,4322678,4863983,1432505,1549308,1573514,1211878
Latin America & Caribbean (all income levels),,2004,4251927,4846863,1288411,1958638,1448196,1299146
Latin America & Caribbean (all income levels),,2005,4179502,4778055,1258893,1668426,1293012,1595927
Latin America & Caribbean (all income levels),,2006,4087622,4807751,1130601,1529412,1445958,1793005
Latin America & Caribbean (all income levels),,2007,3912811,4754262,1222042,1470084,1576944,1915925
Latin America & Caribbean (all income levels),,2008,3686586,4641210,903545,1186023,1340258,1390850
Latin America & Caribbean (all income levels),,2009,3762129,4580260,937701,1128418,1228925,1450216
Latin America & Caribbean (all income levels),,2010,3603010,4347107,1069176,1209845,1226388,1387085
Latin America & Caribbean (all income levels),,2011,3585890,4308785,1274063,1359236,1243486,1325858
Latin America & Caribbean (all income levels),,2012,3367047,4153710,1497960,1386077,1326326,1657088
Latin America & Caribbean (all income levels),,2013,3588044,4095064,1255002,1456328,1665257,1794206
